../input/bench2/instance0.txt, True
../input/bench2/instance1.txt, True
../input/bench2/instance2.txt, True
../input/bench2/instance3.txt, True
../input/bench2/instance4.txt, True
../input/bench2/instance5.txt, True
../input/bench2/instance6.txt, True
../input/bench2/instance7.txt, True
../input/bench2/instance8.txt, True
../input/bench2/instance9.txt, True
../input/bench3/instance0.txt, True
../input/bench3/instance1.txt, True
../input/bench3/instance2.txt, True
../input/bench3/instance3.txt, True
../input/bench3/instance4.txt, True
../input/bench3/instance5.txt, True
../input/bench3/instance6.txt, True
../input/bench3/instance7.txt, True
../input/bench3/instance8.txt, True
../input/bench3/instance9.txt, True
../input/benchBig/instance0-6zones.txt, True
../input/benchBig/instance1-15zones.txt, True
../input/benchBig/instance2-20zones.txt, True
../input/Biodome/biodome1.dat, True
../input/Biodome/biodome10.dat, True
../input/Biodome/biodome11.dat, True
../input/Biodome/biodome12.dat, True
../input/Biodome/biodome13.dat, True
../input/Biodome/biodome14.dat, True
../input/Biodome/biodome15.dat, True
../input/Biodome/biodome2.dat, True
../input/Biodome/biodome3.dat, True
../input/Biodome/biodome4.dat, True
../input/Biodome/biodome5.dat, True
../input/Biodome/biodome6.dat, True
../input/Biodome/biodome7.dat, True
../input/Biodome/biodome8.dat, True
../input/Biodome/biodome9.dat, True
../input/other/pathological.txt, True
../input/other/test.txt, True
